台东县,17,35.87312529608357,120.01879125127776
日喀则,28,29.26816003265482,88.95606277351817
重庆市,28,29.54460610888615,106.53063501341296
新竹县,28,None,None
大庆市,27,46.596709020007594,125.02183973021087
牡丹江市,27,44.58852115278252,129.608035395637
铁岭市,27,42.29975701212545,123.85484961461594
宜兰县,26,34.03765990188299,113.83296159426898
文登市,26,37.15412026978127,122.0107822332547
富阳市,26,30.00109433865557,119.84669198518887
阿坝,25,31.90576285833887,102.22856468921427
大理,25,25.693966622473024,100.21920895421849
通辽市,25,43.633756072995986,122.26036326322144
郴州市,24,25.782263975738925,113.03770446779562
舟山市,24,30.036010302553937,122.1698720983516
台北市,24,25.06302993561172,121.52010881079633
衡水市,338,37.74692904585666,115.68622865290865
安阳市,312,36.1102667221811,114.35180650767198
乌鲁木齐市,296,43.84038034721766,87.56498774111579
鹤壁市,296,35.75542587422399,114.29776983802476
邢台市,286,37.069531196911996,114.52048681294414
平顶山市,269,33.74530145652439,113.30084897797529
邯郸市,269,36.60930792847117,114.4826939323422
济源,268,35.1053645624791,112.40526796972516
濮阳市,243,35.75329788820758,115.02662744067226
聊城市,239,36.455828514727976,115.98686913929107
南阳市,239,33.0114195691165,112.5428419005123
徐州市,236,34.27155343109188,117.18810662317686
菏泽市,230,35.26244049607468,115.46335977452752
阜阳市,229,32.90121133056961,115.82093225904637
济宁市,223,35.40212166433135,116.60079762482256
商丘市,223,34.43858864024636,115.64188568785016
荆州市,220,30.33259052298605,112.24186580719135
开封市,220,34.80185417583674,114.35164211776365
德州市,216,37.46082592630501,116.32816136356094
漯河市,216,33.57627868848315,114.04606140022909
荆门市,211,31.04261120294864,112.21733029896677
许昌市,209,34.026739588655204,113.8353124597886
驻马店市,206,32.98315815409348,114.04915354745555
瓦房店市,202,39.70895639618986,121.7906987887405
宿州市,201,33.63677238578078,116.9886924118307
宿迁市,200,33.95204973370865,118.29689337855334
淮北市,199,33.96002330536412,116.79144742863005
廊坊市,195,39.51861062508462,116.70360222263986
泰安市,193,36.18807775894815,117.08941491713698
池州市,189,30.660019248160626,117.49447677159357
枣庄市,189,34.80788307838604,117.27930538329689
亳州市,184,33.87121056530193,115.78792824511814
